text,location,tsunami,high_waves,coastal_flooding,not_relevant,panic,informational,help_needed
😨 My life is a tsunami of work ! 7627b9d8-0d64-4f1a-925b-21df5c3c08f6,Lucknow,0,0,0,1,1,0,0
👍 The new movie's climax was a flood of emotions ? 1a370dde-85a3-4f37-8df7-cf4957593b82,Mysuru,0,0,0,1,0,0,0
😍 Just chilling at Lucknow beach ? 6f7cd04e-4435-4b0e-a7a1-2f206dedf61e,Lucknow,0,0,0,1,0,0,0
😍 Enjoying the beautiful sunset at Cavelossim Beach . e0f85c73-42c6-46cf-9659-181100cc861d,Cavelossim Beach,0,0,0,1,0,0,0
🤷‍♀️ The new movie's climax was a flood of emotions . 03e2f1de-ef01-478d-a1b1-f20fb5708e26,New Delhi,0,0,0,1,0,0,0
👍 Just chilling at Lucknow beach . 8a5b8499-a236-425a-b904-a2ee8224e0de,Lucknow,0,0,0,1,0,0,0
😊 Just chilling at Mumbai beach . 639400e2-7781-4c2b-a8ac-0d6de1066c77,Mumbai,0,0,0,1,0,0,0
😍 Just chilling at Digha beach ! 5f22de56-902d-4f79-a11d-64f065cce8ae,Digha,0,0,0,1,0,0,0
🤷‍♀️ Just chilling at Kollam beach . 88398cc6-a0b9-480a-b571-d71eeba893b7,Kollam,0,0,0,1,0,0,0
😍 My life is a tsunami of work ? 71465657-ebcd-4a3a-8191-6cc2c3f074ac,Mumbai,0,0,0,1,0,0,0
😂 Great weather in Agra today . d94862b5-bf26-4c14-aa2d-0b2a89950d65,Agra,0,0,0,1,0,0,0
😊 Great weather in Marine Drive Mumbai today ? 386ca632-371a-44b1-b8f4-6fd9ed7c8195,Marine Drive Mumbai,0,0,0,1,0,0,0
✅ Enjoying the beautiful sunset at Goa ? b066ecfb-d9da-47d1-9aec-6755018266ae,Goa,0,0,0,1,0,1,0
😎 Had a great time at Kollam ! e365eba1-6e73-48b2-9360-ae7c3ecf50e2,Kollam,0,0,0,1,0,0,0
😎 My life is a tsunami of work . decc7451-101a-44f5-879f-61ffd2b51f8a,Gopalpur,0,0,0,1,0,0,0
😊 Had a great time at Amritsar . 1b7082e9-744e-466d-8697-f59343263ff5,Amritsar,0,0,0,1,0,0,0
😊 Great weather in Digha today ! 97f35bd0-2801-4035-a1e7-74d0a283dd2d,Digha,0,0,0,1,0,0,0
😂 Just chilling at Vizag beach ! 46ecd4e3-6097-4281-849c-e55029579222,Vizag,0,0,0,1,0,0,0
🤦‍♂️ My life is a tsunami of work . b8f672b1-bf58-4ce9-a537-acba424934b1,Chandigarh,0,0,0,1,0,0,0
😎 Just chilling at New Delhi beach ? f94b223b-71e8-4b57-9a80-b916723fc206,New Delhi,0,0,0,1,0,0,0
📢 The new movie's climax was a flood of emotions ? c45b9412-9805-415a-952a-44cfd6a71f12,Marina Beach Chennai,0,0,0,1,0,1,0
😰 Water is entering homes in Marina Beach Chennai near the shore ? afc49583-e2e4-41fe-9e4d-f6d2b92530c8,Marina Beach Chennai,0,0,1,0,1,0,0
🤷‍♀️ Enjoying the beautiful sunset at Lucknow ? c10d214e-fc5d-4a21-a3e2-d48e972a22d8,Lucknow,0,0,0,1,0,0,0
😂 Enjoying the beautiful sunset at Alibaug ! d5ec4e57-25ea-49da-b3a4-ac7175ab47be,Alibaug,0,0,0,1,0,0,0
🤦‍♂️ Great weather in Alibaug today ? 23fb3b63-41ad-4fa6-8160-704db1841908,Alibaug,0,0,0,1,0,0,0
🤦‍♂️ Enjoying the beautiful sunset at Ahmedabad ! ea95a9b3-1006-4db9-8078-aa0a9f6bb0a6,Ahmedabad,0,0,0,1,0,0,0
🤷‍♀️ Enjoying the beautiful sunset at Kochi . f67661dd-5848-41ca-b156-7ad9176e52cc,Kochi,0,0,0,1,0,0,0
🏃‍♂️ Heavy waterlogging on roads in Goa ! e3b6d0e4-529e-4076-8ead-3e59e81c9253,Goa,0,0,1,0,1,0,0
😍 Great weather in Puri today . f7a95658-7162-4272-8fdb-b2992c9f6092,Puri,0,0,0,1,0,0,0
😎 Great weather in Pune today . dfc25aee-e572-4c43-9945-d4215e613c68,Pune,0,0,0,1,0,0,0
😎 My life is a tsunami of work ? c5c7f7a8-dbf0-4045-b5e5-b0dee3e49e0b,Cavelossim Beach,0,0,0,1,0,0,0
😭 Tsunami warning issued for Cavelossim Beach . 240f93df-deaf-4f56-a57e-4983e6a6ed82,Cavelossim Beach,1,0,0,0,1,0,1
😱 Massive high waves hitting Marina Beach Chennai shores ? ef60f148-53bf-4df6-a600-18aefe4601bd,Marina Beach Chennai,0,1,0,0,1,0,0
😂 The new movie's climax was a flood of emotions . 5e555a34-dd6f-405a-beea-f88320580406,Cavelossim Beach,0,0,0,1,0,0,0
😂 Just chilling at Kochi beach . 95d4e750-0786-4948-978b-2eb721bf40ce,Kochi,0,0,0,1,0,0,0
🤷‍♀️ Great weather in Digha today ? 389e44ed-943c-4724-8828-f5a96394b6b8,Digha,0,0,0,1,0,0,0
😬 High tide and strong waves at Chennai beach ! fae36a05-e170-4cfc-aa26-820252f93186,Chennai,0,1,0,0,1,0,0
🆘 Coastal flooding reported in Nagoa Beach after rains . 12296f6f-a2b8-4b66-9bb0-082a7ee4632e,Nagoa Beach,0,0,1,0,1,0,1
😊 Just chilling at Alibaug beach . 4fd6940f-679f-4e3c-abcb-3c220ffb3634,Alibaug,0,0,0,1,0,0,0
🏃‍♂️ Heavy waterlogging on roads in Digha ? 0fa0a95a-d056-49ed-b580-43c91ec32376,Digha,0,0,1,0,1,0,0
😂 Had a great time at Mysuru ? e65543bd-4875-43bb-bb13-3f4e457df018,Mysuru,0,0,0,1,0,0,0
😂 My life is a tsunami of work ! 6e5fc6d0-b90d-4a34-a3f6-1405569c4c7c,Marina Beach Chennai,0,0,0,1,0,0,0
😍 Just chilling at Marine Drive Mumbai beach . 496ed150-4a49-468f-bee3-dee76fb39577,Marine Drive Mumbai,0,0,0,1,0,0,0
"🏃‍♂️ Cyclone alert, waves getting dangerously high at Kollam . 08dee440-e0e9-43b8-adbf-a6ac7254216d",Kollam,0,1,0,0,1,0,0
😎 Great weather in Goa today . 6c0bcd9a-b321-44af-b280-4f773cd907c8,Goa,0,0,0,1,0,0,0
🆘 Rough sea conditions and strong waves in Alappuzha . 6581470a-67ed-47a1-b606-8c26c61c4e5e,Alappuzha,0,1,0,0,1,0,0
😎 My life is a tsunami of work . 2c11cc52-0c4a-489b-a395-8fc7c2bff553,Alappuzha,0,0,0,1,0,0,0
🚨 The streets of Nagoa Beach have turned into a river ! 721aaea9-d15f-4c73-9c45-cfa047e02b54,Nagoa Beach,0,0,1,0,1,0,0
😊 My life is a tsunami of work ! bdd09c92-3377-4fef-a0aa-31fd2ada42b9,Alibaug,0,0,0,1,0,0,0
😊 The new movie's climax was a flood of emotions . 929b22b9-f589-425a-a16b-b44f0c2d7c68,Varanasi,0,0,0,1,0,0,0
😂 Just chilling at Chennai beach . d18892b3-fdf4-4c9a-9445-b42bee668b15,Chennai,0,0,0,1,0,0,0
🤷‍♀️ Had a great time at Bhopal . 6dd5c5dc-681a-4c78-b81d-c8708d2b1147,Bhopal,0,0,0,1,0,0,0
🆘 The streets of Puri have turned into a river ! 0b5fde12-7e2a-4454-9390-051f969c2f43,Puri,0,0,1,0,1,0,0
👍 Just chilling at Cavelossim Beach beach ! 0d85ecf6-1b6b-43d4-b64d-dbcb6148de32,Cavelossim Beach,0,0,0,1,0,0,0
😎 Great weather in Jaipur today ? f7579c2e-e311-4aeb-8257-fe80db8154ce,Jaipur,0,0,0,1,0,0,0
🆘 Heavy waterlogging on roads in Digha . 9460db02-09e1-494f-9ab3-6b735e511fe6,Digha,0,0,1,0,1,0,0
😍 Just chilling at Mumbai beach . 6314bf1c-651a-4d87-88c6-438986ac3fdf,Mumbai,0,0,0,1,0,0,0
🤷‍♀️ The new movie's climax was a flood of emotions ! 491d67ad-83ff-4981-8c38-a583f1816f8f,Nagoa Beach,0,0,0,1,0,0,0
🚨 Just chilling at Agra beach ! a53cd03b-8821-4a28-9c77-4ed8674084bf,Agra,0,0,0,1,1,0,0
😊 Enjoying the beautiful sunset at Mumbai ! da435bf1-9d2a-4b3b-b0b4-f1b510f179a2,Mumbai,0,0,0,1,0,0,0
👍 Enjoying the beautiful sunset at Cavelossim Beach . d2b8b8af-32aa-461a-8736-1bbf4ffc92a2,Cavelossim Beach,0,0,0,1,0,0,0
⚠️ Water is entering homes in Gopalpur near the shore . e963a97e-097d-492b-a8ef-61f081a93af7,Gopalpur,0,0,1,0,0,1,0
😂 My life is a tsunami of work . 60b8bb70-e2bf-4100-a9e2-cf2f7a6c551f,Chandigarh,0,0,0,1,0,0,0
😎 Enjoying the beautiful sunset at New Delhi ! 740f7087-43c1-4218-a708-d5db156c332e,New Delhi,0,0,0,1,0,0,0
😍 Just chilling at Jaipur beach ? 49fac3e7-446f-4d9a-a451-fc46c5d7ea45,Jaipur,0,0,0,1,0,0,0
👍 The new movie's climax was a flood of emotions ? e1f6084a-19d0-43fb-9b88-7248c67d1f51,New Delhi,0,0,0,1,0,0,0
😎 The new movie's climax was a flood of emotions ? fe936d04-5ddb-4a67-9c7e-520200dbded3,Amritsar,0,0,0,1,0,0,0
🤷‍♀️ Had a great time at Agra ? 9c0d11fe-0134-469e-9498-4ea3063fea59,Agra,0,0,0,1,0,0,0
🤦‍♂️ Great weather in Puri today ? 6093a4c7-40ea-4a52-8a08-ec7fcdc9f678,Puri,0,0,0,1,0,0,0
📣 Heavy waterlogging on roads in Marina Beach Chennai ? 1e01b10e-d563-493e-9963-7d1243910515,Marina Beach Chennai,0,0,1,0,0,1,0
🆘 Massive high waves hitting Marine Drive Mumbai shores ! 8ed25883-393e-4b7a-8718-d54e3d5ec945,Marine Drive Mumbai,0,1,0,0,1,0,1
😍 Had a great time at Cavelossim Beach ? 30bbe0ab-96ec-44f9-b774-62c0f0935b5d,Cavelossim Beach,0,0,0,1,0,0,0
😍 Enjoying the beautiful sunset at Mumbai ! bed621a9-12dc-4320-831b-68768c69b812,Mumbai,0,0,0,1,0,0,0
⚠️ Coastal flooding reported in Goa after rains . bafd2ac7-5294-4ae0-bea5-a1908b689505,Goa,0,0,1,0,0,1,0
😍 The new movie's climax was a flood of emotions ! 364c22a0-e6ca-4094-a325-3f307c534fc8,Vizag,0,0,0,1,0,0,0
😍 The new movie's climax was a flood of emotions . 90010fa1-b9f1-4277-8b94-1e18f23b7c5a,Puri,0,0,0,1,0,0,0
🆘 Heavy waterlogging on roads in Goa . 69c56c29-5341-4d30-8aa8-2333a8b95126,Goa,0,0,1,0,1,0,1
📣 The news is confirming a tsunami threat for Nagoa Beach ? 7bffc5b0-c147-40c0-8b65-def1b44ffc1e,Nagoa Beach,1,0,0,0,0,1,0
😂 Enjoying the beautiful sunset at Alibaug ? 93207e72-31b0-4384-98e5-19a77d0b26e5,Alibaug,0,0,0,1,0,0,0
🚨 Local authorities advising to avoid Vizag due to flooding ! 4c5d4c12-1223-4f29-8e0b-fbae28ebdf0a,Vizag,0,0,1,0,1,0,1
😂 Great weather in Amritsar today ? cfd8312f-8b97-4b4d-a333-59f71b9d3611,Amritsar,0,0,0,1,0,0,0
👍 Just chilling at Goa beach . b4c53299-6359-4d56-b7a5-8f5be085d7bf,Goa,0,0,0,1,0,0,0
👍 Had a great time at New Delhi . 91fcb52a-5d98-4e2f-89b0-d190314003e6,New Delhi,0,0,0,1,0,0,0
😬 Massive high waves hitting Alappuzha shores ? a9d95026-0a13-419b-9ebc-8fa5f6b89432,Alappuzha,0,1,0,0,1,0,0
😊 The new movie's climax was a flood of emotions ? c038b08d-28aa-4794-ba2e-832396f736ea,Marina Beach Chennai,0,0,0,1,0,0,0
😂 Had a great time at Vizag ? 7f0e5e37-68b7-485e-b216-622b4b2682f9,Vizag,0,0,0,1,0,0,0
😬 Rough sea conditions and strong waves in Digha ! 8caf4d11-95f7-4638-8b5c-5640ab41dfdd,Digha,0,1,0,0,1,0,0
🤷‍♀️ Great weather in Chandigarh today ! 1c253298-23ff-4698-8664-7ad41d3cbb9d,Chandigarh,0,0,0,1,0,0,0
"🚨 Cyclone alert, waves getting dangerously high at Marina Beach Chennai ! 9eeefd65-e42d-4d75-b754-889d9fa4d2a7",Marina Beach Chennai,0,1,0,0,1,0,0
😊 Great weather in Kollam today ! 0df259c9-e61a-49f8-a72a-bb9047f30535,Kollam,0,0,0,1,0,0,0
😊 Great weather in Pune today . 3675b25f-611b-48fd-9503-33fa5e3d8fb3,Pune,0,0,0,1,0,0,0
🗓️ Heavy waterlogging on roads in Goa ? 65040216-3efa-41fb-809f-6198ba732324,Goa,0,0,1,0,0,1,0
🤦‍♂️ The new movie's climax was a flood of emotions . f026d30b-33f0-4190-bb5c-bf6d983defa6,Marine Drive Mumbai,0,0,0,1,0,0,0
😍 Great weather in Ahmedabad today . 0032bf73-76ae-4288-b4ce-02cea9ca99e4,Ahmedabad,0,0,0,1,0,0,0
😎 Just chilling at Kollam beach ! be04ca08-2800-41cb-9e7f-0c9d39791cf6,Kollam,0,0,0,1,0,0,0
👍 My life is a tsunami of work ! e046a774-3ee3-4654-a26c-c7f08bb1e25f,Chandigarh,0,0,0,1,0,0,0
😂 Had a great time at Chandigarh . b4c099ab-4869-4401-a6fb-f28ac88d4576,Chandigarh,0,0,0,1,0,0,0
😊 Great weather in Nagoa Beach today ? e758db9f-8c00-43a5-a5ad-18e65350a44b,Nagoa Beach,0,0,0,1,0,0,0
📰 Unusually high waves are lashing the coasts of Kollam ? e328d00b-118d-4944-9f0c-1a633acb5923,Kollam,0,1,0,0,0,1,0
👍 Great weather in Bhopal today ! 5306766f-6c3a-48ab-b8e0-2da6c51cdd77,Bhopal,0,0,0,1,0,0,0
😍 The new movie's climax was a flood of emotions ! ebf3fe74-c5a8-4420-81bd-d6ef0c1cf730,Chennai,0,0,0,1,0,0,0
🤦‍♂️ Great weather in Digha today ? 70cbff15-9efd-4988-8929-dc504ec42529,Digha,0,0,0,1,0,0,0
🤦‍♂️ Great weather in Agra today . 6a78628b-93aa-43fa-9788-f504ef9c7506,Agra,0,0,0,1,0,0,0
✅ Evacuate coastal areas of Kochi immediately . 651fcb41-1b5c-49d6-819d-f95b733a1b7f,Kochi,1,0,0,0,0,1,0
😎 My life is a tsunami of work ? fccd16c3-d4ea-42ef-bebf-861ddee061e9,Gopalpur,0,0,0,1,0,0,0
"🗓️ Cyclone alert, waves getting dangerously high at Alappuzha ? e22cb3d9-7c96-40b3-a923-6475c659cb6b",Alappuzha,0,1,0,0,0,1,0
😎 Great weather in Ahmedabad today ? 44b6d80d-7e6b-421b-a8a7-bf4e492f8f44,Ahmedabad,0,0,0,1,0,0,0
🤷‍♀️ Just chilling at Alibaug beach ? 934ae6f0-0942-4f47-b5d7-ab93ae54d70f,Alibaug,0,0,0,1,0,0,0
🤦‍♂️ Enjoying the beautiful sunset at Agra ! d4e48a53-f628-4efa-a571-b686b0c2e573,Agra,0,0,0,1,0,0,0
😂 Had a great time at Agra . 345ec114-6185-4903-a45b-727d9284c444,Agra,0,0,0,1,0,0,0
🤷‍♀️ Just chilling at Vizag beach ? b2ad2eac-e043-46bf-afc1-7292a11d669d,Vizag,0,0,0,1,0,0,0
😂 Enjoying the beautiful sunset at Chennai ? 264af09f-ee48-4e24-97aa-ca8a2c28081f,Chennai,0,0,0,1,0,0,0
😍 Had a great time at Vizag ! 8802dd7a-fac3-460c-8684-dcdab9643df5,Vizag,0,0,0,1,0,0,0
🏃‍♂️ Unusually high waves are lashing the coasts of Mumbai . 8d155f18-74e7-4145-a2cd-891d307ca406,Mumbai,0,1,0,0,1,0,0
😨 Heavy waterlogging on roads in Digha ? ae6a0aba-67ec-4d02-9566-55e7cfd191ef,Digha,0,0,1,0,1,0,0
😎 My life is a tsunami of work . d6f11f60-9653-434a-acfe-5cd2482f47d0,Cavelossim Beach,0,0,0,1,0,0,0
😍 Great weather in Kolkata today ! c33583d9-972b-4f9d-939c-d85815d00361,Kolkata,0,0,0,1,0,0,0
👍 Great weather in Puri today . df8d8cf5-5dfb-492c-8489-32b79faff2d8,Puri,0,0,0,1,0,0,0
🙏 The streets of Alappuzha have turned into a river . 9e1d260d-16c7-4b24-a847-61687639babb,Alappuzha,0,0,1,0,1,0,1
📞 Coastal flooding reported in Digha after rains ? 604dd38d-54ba-4e2d-bb6e-416730a2a2ee,Digha,0,0,1,0,1,0,1
🚨 Just chilling at Jaipur beach . 251ae3d2-d18e-4413-a35e-8b2a03c8bf33,Jaipur,0,0,0,1,1,0,0
✔️ Heavy waterlogging on roads in Digha . 7c93a292-6307-4732-8f32-68407dfa9708,Digha,0,0,1,0,0,1,0
🚨 Enjoying the beautiful sunset at New Delhi ? 16cd383f-5505-4420-8bdb-697d88490087,New Delhi,0,0,0,1,1,0,0
😂 Had a great time at Varanasi ? ff3978f1-a6de-4bcf-a1bf-9a1b7b8b1c04,Varanasi,0,0,0,1,0,0,0
"😭 The sea is receding at Alibaug, a possible sign of tsunami ! bf5b1c22-a9ad-40bf-a8e8-8623fab7d1d0",Alibaug,1,0,0,0,1,0,1
😍 Enjoying the beautiful sunset at Bhopal ? 390223eb-332b-4246-8d8e-94e97ff47137,Bhopal,0,0,0,1,0,0,0
🙏 Local authorities advising to avoid Kochi due to flooding . c3ae370f-94b3-400a-8ca1-7f7627ffb264,Kochi,0,0,1,0,1,0,1
🚨 Massive high waves hitting Kochi shores ! c5d65480-01d3-495d-a31d-bf84c17419da,Kochi,0,1,0,0,1,0,0
😊 The new movie's climax was a flood of emotions . e466c6c8-1eed-4b8f-8208-4f36c4015363,Puri,0,0,0,1,0,0,0
🤷‍♀️ Great weather in Cavelossim Beach today ? 2321f238-87b1-450a-9efd-c526a45d48f8,Cavelossim Beach,0,0,0,1,0,0,0
😍 Had a great time at Mumbai ! 88ac6c3f-b514-49fa-be06-6d04f46910aa,Mumbai,0,0,0,1,0,0,0
📣 High tide and strong waves at Vizag beach ! c34726da-b7a0-48e8-809a-6e5e7b1fcc63,Vizag,0,1,0,0,0,1,0
🤷‍♀️ My life is a tsunami of work ! 048ecbc8-49ae-4141-a56a-eb05b2015405,Amritsar,0,0,0,1,0,0,0
🤦‍♂️ Enjoying the beautiful sunset at Pune ! 17836eae-91e5-4978-84ae-88d5f9fcfea7,Pune,0,0,0,1,0,0,0
⚠️ Local authorities advising to avoid Gopalpur due to flooding ? 5ab9cfb5-876d-4350-8e28-e1f1d4db4e7b,Gopalpur,0,0,1,0,0,1,0
📣 Rough sea conditions and strong waves in Kollam . 08e64152-1bd5-433f-98c6-f7f02249f672,Kollam,0,1,0,0,0,1,0
🤷‍♀️ Had a great time at Chennai ! 2d041afa-0284-4aad-a106-01b8690bba94,Chennai,0,0,0,1,0,0,0
😍 Just chilling at Kolkata beach . a25bed1f-0dca-4d5c-a058-f076131ca598,Kolkata,0,0,0,1,0,0,0
🤷‍♀️ Enjoying the beautiful sunset at Varanasi ? 60c438df-e16c-4126-ba6a-8f3ffe7db3a3,Varanasi,0,0,0,1,0,0,0
📰 Water is entering homes in Nagoa Beach near the shore ! 8bb910db-bdff-47de-b15c-59c8c6c31e38,Nagoa Beach,0,0,1,0,0,1,0
😊 Great weather in Nagoa Beach today ! 573f68c5-b624-48e8-9588-97a367872e08,Nagoa Beach,0,0,0,1,0,0,0
😂 The new movie's climax was a flood of emotions ! 96349f41-044a-4a46-88b0-c6da99b02d5a,Hyderabad,0,0,0,1,0,0,0
📰 The new movie's climax was a flood of emotions ? 7b1ea4af-e671-4b30-81f0-2b8bb3d0e50e,Digha,0,0,0,1,0,1,0
😎 My life is a tsunami of work ! 6eb321cb-2c5e-4854-a9be-1d7f68940779,Marine Drive Mumbai,0,0,0,1,0,0,0
🚨 Rough sea conditions and strong waves in Gopalpur ? 0b3bb519-fe75-4a04-a00f-5cdf84f9ad17,Gopalpur,0,1,0,0,1,0,0
😎 Just chilling at Kovalam beach beach . 8644f2c7-59bd-47fb-af94-3991f33025a4,Kovalam beach,0,0,0,1,0,0,0
✔️ Unusually high waves are lashing the coasts of Marine Drive Mumbai ? c08e217e-2f93-4bf9-be83-3f0dc0c53352,Marine Drive Mumbai,0,1,0,0,0,1,0
"😬 The sea is receding at Kovalam beach, a possible sign of tsunami ? 8771bf35-f97a-4cd7-90a8-c551f1a3c358",Kovalam beach,1,0,0,0,1,0,0
😎 Just chilling at Kochi beach ! f6de9fca-7186-4c49-b3a6-27c637ef67b7,Kochi,0,0,0,1,0,0,0
😨 Enjoying the beautiful sunset at Jaipur ? 5e830558-ceb9-4b30-ac73-417438351ffb,Jaipur,0,0,0,1,1,0,0
🆘 Heavy waterlogging on roads in Puri . 02e70e44-5021-40a8-8a0d-7da1c93f264f,Puri,0,0,1,0,1,0,0
😨 Just chilling at Vizag beach ! 6f187a11-bdd1-43ce-921e-01412ebb0a26,Vizag,0,0,0,1,1,0,0
📞 Unusually high waves are lashing the coasts of Alappuzha . 9c7ae9f8-28be-4bbe-b553-19b399782508,Alappuzha,0,1,0,0,1,0,1
😂 Great weather in Mumbai today . d02680f9-18b9-40c9-bd9b-aa6336215154,Mumbai,0,0,0,1,0,0,0
😂 Great weather in Mysuru today ? 20fad23b-dbf4-4290-950b-3786cb4100d7,Mysuru,0,0,0,1,0,0,0
😂 The new movie's climax was a flood of emotions . 5f16b188-796e-45b8-a776-a1c00474fe8a,Kollam,0,0,0,1,0,0,0
🚨 High tide and strong waves at Digha beach ? 3779df70-7e8b-4fee-9c5c-c28575b850eb,Digha,0,1,0,0,1,0,1
😎 My life is a tsunami of work . ae49d9e7-16bc-4216-814f-e01774b70979,Alappuzha,0,0,0,1,0,0,0
😂 The new movie's climax was a flood of emotions ? 496a3738-c508-4a02-af22-f0ef12d08ce5,Pune,0,0,0,1,0,0,0
🤷‍♀️ The new movie's climax was a flood of emotions ? 2cea57cd-3f84-4b7e-b07f-63bf147d2b44,Marine Drive Mumbai,0,0,0,1,0,0,0
😂 My life is a tsunami of work ? 1736eeec-44cd-4a4a-9d4e-4adacb16e125,Kollam,0,0,0,1,0,0,0
📰 Evacuate coastal areas of Digha immediately ? 197de9b8-97ae-437f-9b32-82e51a2efaa8,Digha,1,0,0,0,0,1,0
🚨 Tsunami warning issued for Vizag ? 6a839dd0-8b8f-46cd-bc6e-a9c96cacc525,Vizag,1,0,0,0,1,0,0
🤷‍♀️ Had a great time at Bhopal . c7385d49-4ad7-46a5-b8a5-9d7513a2f9f3,Bhopal,0,0,0,1,0,0,0
👍 Great weather in Kolkata today ? 34984f6f-2503-40e8-bc66-3a8e13562f7c,Kolkata,0,0,0,1,0,0,0
😂 Enjoying the beautiful sunset at Marina Beach Chennai . 8bdb4cbc-85c9-445d-b3db-54eb868e1f96,Marina Beach Chennai,0,0,0,1,0,0,0
😨 The new movie's climax was a flood of emotions ! 5bd3bae3-9b56-41df-81e5-ab7321770a97,Marina Beach Chennai,0,0,0,1,1,0,0
👍 The new movie's climax was a flood of emotions ! 15155dfa-b29c-47e4-97a0-a8a57e2d96c5,Agra,0,0,0,1,0,0,0
😂 Just chilling at New Delhi beach ? c5c7b5a3-2dc9-497c-8ea8-ba5d6aa2d7f5,New Delhi,0,0,0,1,0,0,0
😎 Just chilling at Lucknow beach . 3b0683f0-320a-4c73-a47a-cfff8db77d71,Lucknow,0,0,0,1,0,0,0
😂 My life is a tsunami of work ! 3302579a-6e57-41bd-85cd-3ae007c4fd30,Digha,0,0,0,1,0,0,0
😎 Enjoying the beautiful sunset at Alappuzha ? 6e003400-5c46-412d-965c-f3e63c61968b,Alappuzha,0,0,0,1,0,0,0
🏃‍♂️ Unusually high waves are lashing the coasts of Cavelossim Beach ! 3d4c48c0-d1e7-4752-86bb-5e6afb7c0c9c,Cavelossim Beach,0,1,0,0,1,0,0
😎 My life is a tsunami of work . 3eaa9a1d-3418-4ad9-b82c-86102933b1a4,Mumbai,0,0,0,1,0,0,0
✔️ The news is confirming a tsunami threat for Mumbai ? ede55bbc-aa0c-42e2-9251-204a6eb4c7f5,Mumbai,1,0,0,0,0,1,0
🏃‍♂️ Massive high waves hitting Puri shores ! 613b7a19-83a0-47d0-9898-b1893453fac0,Puri,0,1,0,0,1,0,0
🚨 Local authorities advising to avoid Kochi due to flooding ! 2f6b2d25-9a21-4341-a43a-1334206e855f,Kochi,0,0,1,0,1,0,0
😱 Water is entering homes in Alappuzha near the shore ! 815c7955-be58-408c-9725-f055cbda5bf7,Alappuzha,0,0,1,0,1,0,0
😂 Enjoying the beautiful sunset at Pune ! 9432f3c4-b0fd-49f4-a4b6-5d4400d47f71,Pune,0,0,0,1,0,0,0
😂 Enjoying the beautiful sunset at Agra ! 09690e78-a1cb-4922-9346-017cd7366042,Agra,0,0,0,1,0,0,0
🚨 Unusually high waves are lashing the coasts of Chennai ! b5f6b0f5-a25a-4587-928e-508bf2b31425,Chennai,0,1,0,0,1,0,1
✅ Massive high waves hitting Alibaug shores ! e0d5743e-681a-46be-b889-8c43fce08aca,Alibaug,0,1,0,0,0,1,0
🤦‍♂️ My life is a tsunami of work ! 57f023ce-b9f3-4457-b378-2c8fc36f4af8,Kovalam beach,0,0,0,1,0,0,0
🆘 High tide and strong waves at Goa beach . b29c0671-a34c-4763-be5d-d0bee35e2f1b,Goa,0,1,0,0,1,0,0
😊 The new movie's climax was a flood of emotions ? 79766490-13a2-4330-ad1e-7dc461a1e99d,Puri,0,0,0,1,0,0,0
👍 Just chilling at Chennai beach ? b71ce43d-ba65-4fee-a633-f30d1da598dc,Chennai,0,0,0,1,0,0,0
😎 Just chilling at Jaipur beach . 9f1defc1-13ef-4572-892a-79b35d593328,Jaipur,0,0,0,1,0,0,0
🤦‍♂️ Just chilling at Nagoa Beach beach ! c4d863d2-f5b8-49b1-8e8d-ac60a5a1d095,Nagoa Beach,0,0,0,1,0,0,0
😂 Great weather in Gopalpur today ! f43ab295-48bc-449e-9d31-f1900066fa76,Gopalpur,0,0,0,1,0,0,0
📣 My life is a tsunami of work . ed482da4-5881-46a8-909b-c950da4551cb,Chennai,0,0,0,1,0,1,0
😂 Had a great time at Kolkata ? ac6e8117-ffdd-4d74-bd9f-c777d69718bd,Kolkata,0,0,0,1,0,0,0
🤦‍♂️ My life is a tsunami of work ! a7775dc6-0f0a-468f-8b45-b29edc52894b,Goa,0,0,0,1,0,0,0
😂 My life is a tsunami of work . e3c5cb27-5356-4fb3-b002-2d9c661add50,Goa,0,0,0,1,0,0,0
🚨 The streets of Marine Drive Mumbai have turned into a river . d2a34bf8-497f-4e4d-a939-2195d68f2541,Marine Drive Mumbai,0,0,1,0,1,0,1
😨 High tide and strong waves at Alibaug beach ! b7baa142-7fa0-48a5-a3a3-776bc2e51c2d,Alibaug,0,1,0,0,1,0,0
📣 The new movie's climax was a flood of emotions ! bc3e1097-6653-4dca-9a88-914b0882131e,Nagoa Beach,0,0,0,1,0,1,0
✔️ The news is confirming a tsunami threat for Kovalam beach . e39cf905-7f85-41c7-8f9f-52bc9a06ee05,Kovalam beach,1,0,0,0,0,1,0
😍 The new movie's climax was a flood of emotions . 16323951-3221-47fa-993f-d475894285e1,Cavelossim Beach,0,0,0,1,0,0,0
🤷‍♀️ The new movie's climax was a flood of emotions . 8317ee06-a81d-406f-881f-548bdab7cd5d,Lucknow,0,0,0,1,0,0,0
😎 The new movie's climax was a flood of emotions ! 20b30bfe-f2a0-4e7a-8b88-a97119d6d0e5,Jaipur,0,0,0,1,0,0,0
😂 Great weather in Lucknow today ! 72c3bd71-5bf7-4e1e-a1e3-b80aabcc5b94,Lucknow,0,0,0,1,0,0,0
👍 My life is a tsunami of work ? 490ab243-c661-41e5-aaa5-d985934d9693,Pune,0,0,0,1,0,0,0
